Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Date
skincare,SKU82,17.034930739467917,13,336,2943.3818676094515,Unknown,42,19,72,1,Carrier A,4.70818187354193,Supplier 2,Chile,6,955,26,4.46527843494324,Pending,4.137877048622357,Road,Route C,589.9785556280407,2020-12-15 08:35:21
skincare,SKU86,19.99817694040422,18,223,1229.5910285649834,Unknown,32,14,22,6,Carrier B,1.4543053101535517,Supplier 1,Denmark,4,569,18,74.60896999519468,Pass,2.0515129307662465,Rail,Route A,264.2548898358665,2021-09-10 17:11:43
cosmetics,SKU62,72.79635395558736,89,270,3899.746833729224,Unknown,86,2,40,7,Carrier C,7.291701388776776,Supplier 2,Myanmar,13,751,14,21.048642725168644,Pass,1.8740014040443749,Sea,Route C,320.8465157591116,2020-03-24 16:03:08
haircare,SKU46,27.0822071998889,75,859,2556.767360633596,Non-binary,92,29,6,8,Carrier B,4.070955837084083,Supplier 3,Australia,18,870,23,77.32235321105162,Pending,3.6486105925362033,Road,Route B,380.4359371119643,2020-06-24 06:17:08
cosmetics,SKU89,97.76008558193868,10,134,5924.682566853231,Unknown,90,1,27,8,Carrier B,9.92981624527726,Supplier 1,United States,23,370,11,46.60387338164447,Pending,1.9076657339590744,Rail,Route B,517.4999739290605,2021-03-09 16:36:24
haircare,SKU77,57.44974295897148,14,359,2483.7601775427947,Unknown,96,28,57,4,Carrier B,6.780946625617895,Supplier 1,Mongolia,26,334,5,42.95244474899184,Pass,3.055141818307548,Road,Route B,852.56809891985,2020-10-20 12:12:42
haircare,SKU12,71.21338907536008,41,336,2873.7414460214413,Unknown,100,30,85,4,Carrier A,1.325274010184522,Supplier 4,Nepal,3,563,3,32.32128621342403,Fail,2.161253747555912,Road,Route B,402.9687890737706,2021-07-16 10:27:12
cosmetics,SKU62,72.79635395558736,89,270,3899.746833729224,Unknown,86,2,40,7,Carrier C,7.291701388776776,Supplier 2,Myanmar,13,751,14,21.048642725168644,Pass,1.8740014040443749,Sea,Route C,320.8465157591116,2022-07-22 23:59:38
skincare,SKU37,23.39984475261435,5,963,2438.339930470029,Female,25,8,21,9,Carrier A,1.5326552735904306,Supplier 3,Solomon Islands,24,867,15,34.34327746507538,Pending,2.610288084848113,Sea,Route A,183.9329680435944,2022-07-11 06:57:31
haircare,SKU83,68.91124621160633,82,663,2411.754632110491,Unknown,65,24,7,8,Carrier B,4.949839577996949,Supplier 1,Tonga,20,443,5,97.73059380053304,Fail,0.7730061340672478,Road,Route A,682.9710182260933,2021-04-01 20:06:59
skincare,SKU31,50.8473930517187,28,168,9655.135102719398,Male,6,17,44,4,Carrier B,2.6796609649814065,Supplier 3,Fiji,24,461,8,60.25114566159808,Pending,2.9890000066550746,Rail,Route C,609.3792066184267,2020-09-07 22:26:51
cosmetics,SKU28,2.397274705597141,12,394,6117.324615083992,Female,48,15,24,4,Carrier B,9.898140508069222,Supplier 1,United States,13,171,7,59.42938181069157,Fail,0.815757079295672,Air,Route A,123.43702751182708,2020-05-28 16:04:01
cosmetics,SKU59,63.828398347710966,30,484,1061.618523013288,Non-binary,100,16,26,7,Carrier B,7.293722596867728,Supplier 1,Austria,11,176,4,1.900762243519458,Fail,0.4471940154638232,Air,Route A,312.5742736100933,2020-12-29 05:04:14
haircare,SKU83,68.91124621160633,82,663,2411.754632110491,Unknown,65,24,7,8,Carrier B,4.949839577996949,Supplier 1,Tonga,20,443,5,97.73059380053304,Fail,0.7730061340672478,Road,Route A,682.9710182260933,2020-01-25 23:47:36
skincare,SKU40,80.54142417094033,97,933,5724.959350456265,Female,90,20,39,8,Carrier C,7.229595139736474,Supplier 1,Mozambique,18,793,1,88.17940710421746,Pending,4.213269430586566,Road,Route A,529.8087239806919,2022-12-10 02:04:40
cosmetics,SKU89,97.76008558193868,10,134,5924.682566853231,Unknown,90,1,27,8,Carrier B,9.92981624527726,Supplier 1,United States,23,370,11,46.60387338164447,Pending,1.9076657339590744,Rail,Route B,517.4999739290605,2022-12-19 02:08:08
cosmetics,SKU29,63.44755918520733,3,253,8318.903194617178,Female,45,5,67,7,Carrier B,8.100973145397031,Supplier 1,Maldives,16,329,7,39.29287558606575,Pass,3.878098936588488,Road,Route B,764.9353759407081,2021-10-29 03:16:32
cosmetics,SKU28,2.397274705597141,12,394,6117.324615083992,Female,48,15,24,4,Carrier B,9.898140508069222,Supplier 1,United States,13,171,7,59.42938181069157,Fail,0.815757079295672,Air,Route A,123.43702751182708,2020-03-20 05:42:32
skincare,SKU52,98.03182965646508,1,820,9435.76260891213,Male,64,11,11,1,Carrier B,8.631052179768947,Supplier 1,El Salvador,10,727,27,9.166849148597151,Pending,2.1224716191438247,Air,Route C,602.8984988383834,2020-07-16 18:33:31
skincare,SKU42,46.52916761451677,98,155,1839.609425856764,Female,22,27,57,4,Carrier C,7.526248326851508,Supplier 5,South Korea,26,179,7,96.42282063957188,Fail,4.939255288620948,Road,Route A,635.6571205019919,2020-07-15 06:10:30
skincare,SKU10,15.707795681912138,11,996,2330.965802091949,Non-binary,51,13,80,2,Carrier C,8.673211211278613,Supplier 5,United Arab Emirates,18,830,5,96.52735278531092,Pass,1.7273139283559424,Road,Route B,806.103177702923,2021-05-28 23:28:25
haircare,SKU84,89.10436729210225,99,618,2048.2900998487103,Unknown,73,26,80,10,Carrier A,8.381615624922631,Supplier 5,New Zealand,24,589,22,33.808636513209095,Pass,4.843456577118041,Air,Route B,465.457005963688,2021-05-19 20:27:17
cosmetics,SKU17,81.46253436923702,82,126,2629.396434845262,Female,45,17,85,9,Carrier C,3.585418958232342,Supplier 1,Norway,7,453,16,47.679680368355335,Fail,0.1020207549181761,Air,Route C,670.9343907924103,2022-08-23 06:50:32
haircare,SKU0,69.80800554211577,55,802,8661.996792392383,Non-binary,58,7,96,4,Carrier B,2.956572139430807,Supplier 3,Tanzania,29,215,29,46.27987924050832,Pending,0.2264103608499251,Road,Route B,187.75207545920392,2022-07-07 11:33:28
skincare,SKU39,19.127477265823256,26,176,1912.4656631007608,Female,78,29,34,3,Carrier A,5.562503778830384,Supplier 2,Qatar,30,791,6,9.005807428781642,Fail,1.451972203996816,Air,Route B,653.6729945520332,2020-07-18 04:10:54
cosmetics,SKU38,52.0759306827078,75,705,9692.318040218432,Non-binary,69,1,88,5,Carrier B,9.235931437249228,Supplier 5,Ecuador,10,841,12,5.930693645528318,Pending,0.6133268991645074,Air,Route B,339.6728699486061,2020-02-19 21:03:10
skincare,SKU98,19.7546048668786,43,913,8525.952559683526,Female,53,1,27,7,Carrier B,1.409801095138073,Supplier 5,Lebanon,28,581,9,5.604690864371781,Pending,2.908122169351261,Rail,Route A,882.1988635470415,2021-12-24 11:24:38
skincare,SKU65,33.69771720664313,72,457,8354.579686481995,Male,57,24,54,8,Carrier C,6.580541347884595,Supplier 5,Botswana,16,358,21,1.5972227430506774,Fail,4.911095954842331,Rail,Route C,555.8591036717435,2020-10-29 05:54:47
haircare,SKU48,76.03554442689172,28,29,7397.07100458718,Non-binary,30,16,9,3,Carrier C,7.0958331565551385,Supplier 2,South Korea,9,109,18,23.126363582464776,Fail,1.6981125407144038,Rail,Route B,768.65191395437,2021-05-30 13:10:00
skincare,SKU86,19.99817694040422,18,223,1229.5910285649834,Unknown,32,14,22,6,Carrier B,1.4543053101535517,Supplier 1,Denmark,4,569,18,74.60896999519468,Pass,2.0515129307662465,Rail,Route A,264.2548898358665,2021-08-01 23:05:20
haircare,SKU45,33.78413803306551,1,24,5267.956807510521,Male,93,7,52,6,Carrier B,5.21515500871191,Supplier 2,Indonesia,25,794,25,66.31254443999165,Pass,3.219604612084106,Rail,Route A,495.305697028474,2020-02-06 05:02:18
cosmetics,SKU49,78.89791320564004,19,99,8001.613206519002,Unknown,97,24,9,6,Carrier C,2.5056210329009154,Supplier 5,India,28,177,28,14.147815443979216,Pass,2.825813985400132,Rail,Route A,336.8901685199779,2022-02-11 06:11:04
haircare,SKU22,27.67978088650196,55,884,2390.8078665561734,Unknown,71,1,63,10,Carrier A,9.56764892092304,Supplier 4,Madagascar,22,780,28,50.12083961297735,Fail,2.591275473211116,Rail,Route C,205.57199582694707,2020-10-24 07:49:57
cosmetics,SKU92,47.71423307582023,44,276,2100.1297546259366,Male,90,25,10,8,Carrier B,4.469500026123601,Supplier 2,Azerbaijan,4,671,29,62.61269039561434,Pass,0.3334318252247392,Rail,Route B,230.0927825367629,2022-12-09 05:04:30
skincare,SKU65,33.69771720664313,72,457,8354.579686481995,Male,57,24,54,8,Carrier C,6.580541347884595,Supplier 5,Botswana,16,358,21,1.5972227430506774,Fail,4.911095954842331,Rail,Route C,555.8591036717435,2021-04-14 10:12:07
cosmetics,SKU85,76.96299441519388,83,25,8684.613059253858,Female,15,18,66,2,Carrier C,8.249168704871728,Supplier 5,Madagascar,4,211,2,69.9293455186723,Fail,1.3744289997457582,Road,Route B,842.6868300046415,2020-12-13 17:45:56
skincare,SKU66,26.03486977396209,52,704,8367.721618020154,Female,13,17,19,8,Carrier A,2.2161427287713638,Supplier 5,Mexico,24,867,28,42.08443673830996,Fail,3.4480632883402618,Road,Route A,393.8433485784279,2022-06-13 13:27:27
skincare,SKU32,79.20993601565672,43,781,9571.55048732782,Unknown,89,13,64,4,Carrier C,6.599104901238584,Supplier 3,Mozambique,30,737,7,29.69246715374977,Pass,1.946036119386113,Road,Route A,761.1739095148776,2022-10-17 22:58:11
cosmetics,SKU50,14.203484264803022,91,633,5910.885389668899,Female,31,23,82,10,Carrier A,6.247860914975991,Supplier 2,Spain,20,306,21,45.17875792463452,Fail,4.754800804671185,Rail,Route B,496.24865029194046,2022-09-08 02:42:37
haircare,SKU70,47.914541824058766,90,32,7014.887987203389,Female,10,12,22,4,Carrier B,6.315717754600723,Supplier 1,New Zealand,22,775,16,11.440781823761265,Pass,1.8305755986122316,Road,Route C,183.272898748711,2021-05-23 22:21:15
cosmetics,SKU35,84.95778681635043,11,449,6541.329344802465,Female,42,27,85,8,Carrier C,5.288189990327409,Supplier 1,India,3,367,2,58.004787044743765,Pass,0.5411540980605811,Sea,Route C,553.4204712303558,2022-10-27 07:17:31
cosmetics,SKU23,4.324341185864164,30,391,8858.367571011484,Unknown,84,5,29,7,Carrier A,2.924857601145554,Supplier 5,Sweden,11,568,29,98.60995724270389,Pending,1.342291562722734,Rail,Route A,196.32944611241268,2020-10-25 13:26:25
skincare,SKU82,17.034930739467917,13,336,2943.3818676094515,Unknown,42,19,72,1,Carrier A,4.70818187354193,Supplier 2,Chile,6,955,26,4.46527843494324,Pending,4.137877048622357,Road,Route C,589.9785556280407,2021-10-13 21:20:01
cosmetics,SKU89,97.76008558193868,10,134,5924.682566853231,Unknown,90,1,27,8,Carrier B,9.92981624527726,Supplier 1,United States,23,370,11,46.60387338164447,Pending,1.9076657339590744,Rail,Route B,517.4999739290605,2022-04-29 03:59:07
haircare,SKU79,57.05703122110322,56,198,7888.723268427081,Non-binary,31,25,20,1,Carrier B,6.4963253642950445,Supplier 3,Egypt,5,228,12,57.87090292403628,Pending,0.1658716274806082,Air,Route C,351.50421933503867,2021-11-13 01:47:16
cosmetics,SKU27,92.55736081240202,42,352,2686.457223575984,Unknown,47,9,62,8,Carrier C,7.406750952998074,Supplier 5,Azerbaijan,25,291,4,10.528245070042162,Fail,2.864667837883373,Sea,Route B,762.4591821556837,2020-05-21 14:29:47
cosmetics,SKU85,76.96299441519388,83,25,8684.613059253858,Female,15,18,66,2,Carrier C,8.249168704871728,Supplier 5,Madagascar,4,211,2,69.9293455186723,Fail,1.3744289997457582,Road,Route B,842.6868300046415,2021-09-08 15:40:11
skincare,SKU1,14.84352327508434,95,736,7460.900065445849,Female,53,30,37,2,Carrier A,9.71657477143131,Supplier 3,Kazakhstan,23,517,30,33.61676895373,Pending,4.854068026388706,Road,Route B,503.0655791496692,2022-08-05 11:10:34
skincare,SKU9,64.01573294127854,35,980,4971.145987585558,Unknown,14,27,83,1,Carrier A,7.166645291048216,Supplier 2,Maldives,29,963,23,47.95760163495158,Pending,3.844614478767585,Rail,Route B,995.9294614986416,2021-12-12 18:27:07
haircare,SKU81,72.81920693031822,9,774,4384.413400045863,Unknown,48,6,8,5,Carrier B,4.066277501512044,Supplier 3,Botswana,28,698,1,19.789592941903603,Pending,2.547547121548712,Rail,Route B,276.77833594679885,2022-07-11 05:47:28
skincare,SKU11,90.63545998228868,95,960,6099.944115581452,Female,46,23,60,1,Carrier A,4.523943124316663,Supplier 2,Georgia,28,362,11,27.592363086663696,Pending,0.0211698213729943,Air,Route A,126.72303340940724,2022-04-28 10:14:13
skincare,SKU64,89.63409560813533,11,134,8458.730878367178,Female,73,27,75,6,Carrier C,4.585353468194652,Supplier 1,Ethiopia,17,328,6,8.693042425877287,Fail,0.1594863147175146,Air,Route C,771.2250846811575,2021-07-23 20:49:40
skincare,SKU67,87.75543235400107,16,513,9473.798032508335,Unknown,12,9,71,9,Carrier C,9.147811544710631,Supplier 1,Lebanon,10,198,11,7.057876146978231,Pass,0.1319554443118148,Sea,Route C,169.2718013847869,2022-02-26 01:17:18
haircare,SKU61,52.02874990329492,23,117,6885.589350896253,Unknown,32,23,36,7,Carrier C,9.030340422521949,Supplier 4,Poland,14,480,12,78.7023939688789,Fail,4.367470538205053,Air,Route A,164.36652824341942,2020-04-22 17:09:12
haircare,SKU54,31.146243160240854,11,622,6088.021479940859,Non-binary,33,22,61,3,Carrier B,4.305103471287636,Supplier 1,Brazil,26,497,29,30.186023375822508,Pass,2.478771975539748,Road,Route B,814.0699965821875,2021-11-12 17:31:48
skincare,SKU36,9.813002578754052,34,963,7573.402457848733,Female,18,23,28,3,Carrier B,2.107951267159081,Supplier 2,Denmark,26,671,19,45.531364237162144,Fail,3.8055333792433537,Air,Route C,403.8089742481805,2020-12-14 08:01:34
haircare,SKU84,89.10436729210225,99,618,2048.2900998487103,Unknown,73,26,80,10,Carrier A,8.381615624922631,Supplier 5,New Zealand,24,589,22,33.808636513209095,Pass,4.843456577118041,Air,Route B,465.457005963688,2020-05-05 17:19:22
skincare,SKU19,51.12387008796474,100,187,2553.495584991215,Unknown,48,11,94,3,Carrier A,4.742635882841877,Supplier 4,Puerto Rico,20,694,16,82.37332058799021,Fail,3.646450865417029,Road,Route C,477.3076310909034,2020-02-18 04:44:56
skincare,SKU69,54.86552851706979,62,511,1752.3810874841247,Non-binary,95,1,27,3,Carrier B,9.705286790120349,Supplier 4,Iran,9,862,7,77.62776581274817,Pending,1.3623879886491086,Air,Route A,207.6632062085756,2022-11-26 17:10:39
haircare,SKU84,89.10436729210225,99,618,2048.2900998487103,Unknown,73,26,80,10,Carrier A,8.381615624922631,Supplier 5,New Zealand,24,589,22,33.808636513209095,Pass,4.843456577118041,Air,Route B,465.457005963688,2021-09-16 18:25:52
cosmetics,SKU62,72.79635395558736,89,270,3899.746833729224,Unknown,86,2,40,7,Carrier C,7.291701388776776,Supplier 2,Myanmar,13,751,14,21.048642725168644,Pass,1.8740014040443749,Sea,Route C,320.8465157591116,2021-11-09 04:51:06
haircare,SKU68,37.93181238279032,29,163,3550.218432780992,Non-binary,0,8,58,8,Carrier B,1.1942518648849991,Supplier 2,Fiji,2,375,18,97.1135815634622,Fail,1.98346787217418,Rail,Route A,299.7063031181032,2020-04-21 20:20:17
skincare,SKU41,99.11329161531717,35,556,5521.205259010972,Female,64,19,38,8,Carrier B,5.773263743766654,Supplier 4,China,18,892,7,95.3320645487725,Fail,0.0453022623982596,Sea,Route A,275.5243711313098,2021-09-27 02:13:29
skincare,SKU80,91.12831835044432,75,872,8651.672682982065,Unknown,39,14,41,2,Carrier C,2.8331846794189746,Supplier 3,Lesotho,8,202,5,76.96122802382001,Fail,2.8496621985053308,Sea,Route B,787.7798504943445,2021-04-27 18:44:48
skincare,SKU16,7.547172109791272,74,280,6453.797968176285,Female,2,5,78,1,Carrier B,4.191324585705502,Supplier 1,Vanuatu,3,399,21,77.10634249785001,Pass,1.012563089258049,Air,Route A,865.5257797712403,2021-11-23 04:38:27
haircare,SKU57,49.26320535073416,65,227,1605.8669003924058,Unknown,5,18,51,1,Carrier B,9.16055853538187,Supplier 2,Puerto Rico,21,588,25,67.77962298707814,Pending,2.511174830212707,Rail,Route A,482.1912386025281,2022-05-25 20:36:05
haircare,SKU5,1.6999760138659377,87,147,2828.348745975759,Non-binary,90,27,66,3,Carrier B,4.444098864382293,Supplier 4,Pakistan,10,104,17,56.7664755574318,Fail,2.7791935115711617,Road,Route A,235.4612367355375,2020-10-08 21:04:26
cosmetics,SKU96,24.42313142037338,29,324,7698.424765632117,Non-binary,67,2,32,3,Carrier C,5.352878043996809,Supplier 3,Nepal,28,648,28,17.80375633139127,Pending,3.872047681482133,Road,Route A,188.74214114905695,2020-08-01 22:52:51
haircare,SKU22,27.67978088650196,55,884,2390.8078665561734,Unknown,71,1,63,10,Carrier A,9.56764892092304,Supplier 4,Madagascar,22,780,28,50.12083961297735,Fail,2.591275473211116,Rail,Route C,205.57199582694707,2021-12-07 14:37:25
skincare,SKU3,61.163343016437736,68,83,7766.836425685233,Non-binary,23,13,59,6,Carrier C,1.7295685635434288,Supplier 5,Eswatini,24,937,18,35.62474139712503,Fail,4.74664862064775,Rail,Route A,254.77615921928663,2022-09-21 08:50:56
cosmetics,SKU8,68.71759674852733,78,150,7517.363210631127,Female,5,10,15,7,Carrier C,3.4047338570830266,Supplier 4,Peru,13,769,8,11.423027139565695,Pending,2.709862691109961,Sea,Route B,505.55713422546415,2021-03-19 13:50:51
cosmetics,SKU62,72.79635395558736,89,270,3899.746833729224,Unknown,86,2,40,7,Carrier C,7.291701388776776,Supplier 2,Myanmar,13,751,14,21.048642725168644,Pass,1.8740014040443749,Sea,Route C,320.8465157591116,2020-02-02 23:57:39
cosmetics,SKU92,47.71423307582023,44,276,2100.1297546259366,Male,90,25,10,8,Carrier B,4.469500026123601,Supplier 2,Azerbaijan,4,671,29,62.61269039561434,Pass,0.3334318252247392,Rail,Route B,230.0927825367629,2021-07-28 01:58:06
skincare,SKU41,99.11329161531717,35,556,5521.205259010972,Female,64,19,38,8,Carrier B,5.773263743766654,Supplier 4,China,18,892,7,95.3320645487725,Fail,0.0453022623982596,Sea,Route A,275.5243711313098,2021-06-23 16:12:36
haircare,SKU74,3.170011413566155,64,904,5709.945295969287,Female,41,6,1,5,Carrier A,5.237654650037448,Supplier 4,Mauritius,1,919,9,80.58085215644782,Fail,0.3966127241099354,Rail,Route A,341.55265678322337,2021-07-08 17:03:52
cosmetics,SKU92,47.71423307582023,44,276,2100.1297546259366,Male,90,25,10,8,Carrier B,4.469500026123601,Supplier 2,Azerbaijan,4,671,29,62.61269039561434,Pass,0.3334318252247392,Rail,Route B,230.0927825367629,2020-02-09 13:35:34
haircare,SKU95,77.90392721944775,65,672,7386.363944048664,Unknown,15,14,26,9,Carrier B,8.630338869602754,Supplier 4,Georgia,18,450,26,58.89068576858998,Pending,1.2108821295850665,Air,Route A,778.8642413766479,2022-10-28 03:51:00
skincare,SKU11,90.63545998228868,95,960,6099.944115581452,Female,46,23,60,1,Carrier A,4.523943124316663,Supplier 2,Georgia,28,362,11,27.592363086663696,Pending,0.0211698213729943,Air,Route A,126.72303340940724,2022-05-16 02:02:19
skincare,SKU34,37.46759232984246,96,602,9061.710895507724,Unknown,1,26,21,7,Carrier A,1.019487570822119,Supplier 1,Tonga,4,452,10,10.754272815029331,Pass,0.6466045593720549,Road,Route B,510.3580004335235,2021-09-04 17:34:21
cosmetics,SKU91,62.11196546396179,90,916,1935.206793507599,Male,98,22,85,7,Carrier B,7.471514084401146,Supplier 4,Belize,5,207,28,39.772882502339975,Pending,0.6260018582093946,Rail,Route B,996.7783149506238,2022-06-29 03:44:45
cosmetics,SKU49,78.89791320564004,19,99,8001.613206519002,Unknown,97,24,9,6,Carrier C,2.5056210329009154,Supplier 5,India,28,177,28,14.147815443979216,Pass,2.825813985400132,Rail,Route A,336.8901685199779,2022-06-20 02:56:57
cosmetics,SKU71,6.381533162747966,14,637,8180.337085425443,Female,76,2,26,6,Carrier A,9.228190317052515,Supplier 2,Japan,2,258,10,30.66167747785956,Pending,2.078750607874969,Road,Route A,405.1670678888559,2021-07-11 03:55:50
skincare,SKU39,19.127477265823256,26,176,1912.4656631007608,Female,78,29,34,3,Carrier A,5.562503778830384,Supplier 2,Qatar,30,791,6,9.005807428781642,Fail,1.451972203996816,Air,Route B,653.6729945520332,2022-12-21 14:39:57
skincare,SKU58,59.84156137728931,81,896,2021.149810337108,Non-binary,10,5,44,7,Carrier A,4.93843856471209,Supplier 3,Spain,18,396,7,65.04741509469146,Fail,1.7303747198591968,Road,Route B,110.36433523136472,2020-01-28 09:06:48
haircare,SKU5,1.6999760138659377,87,147,2828.348745975759,Non-binary,90,27,66,3,Carrier B,4.444098864382293,Supplier 4,Pakistan,10,104,17,56.7664755574318,Fail,2.7791935115711617,Road,Route A,235.4612367355375,2022-02-27 07:28:47
cosmetics,SKU73,83.8510176813046,41,375,7910.886916140686,Male,17,25,66,5,Carrier B,1.5129368369160772,Supplier 4,Brazil,13,444,4,46.87023879761716,Fail,4.620546064513706,Road,Route A,866.4728001296578,2021-10-17 04:55:21
cosmetics,SKU88,75.27040697572501,58,737,9444.74203306298,Male,60,18,85,7,Carrier A,3.8012531329310777,Supplier 2,Saudi Arabia,21,953,11,68.18491905704117,Pending,0.722204401882931,Sea,Route A,103.91624796070496,2022-02-17 07:29:09
haircare,SKU12,71.21338907536008,41,336,2873.7414460214413,Unknown,100,30,85,4,Carrier A,1.325274010184522,Supplier 4,Nepal,3,563,3,32.32128621342403,Fail,2.161253747555912,Road,Route B,402.9687890737706,2022-11-27 16:09:11
haircare,SKU97,3.526111259143416,56,62,4370.916579984536,Male,46,19,4,9,Carrier A,7.904845611209675,Supplier 4,Nigeria,10,535,13,65.76515592636746,Fail,3.376237834717981,Road,Route A,540.1324228679678,2021-04-29 05:46:31
cosmetics,SKU59,63.828398347710966,30,484,1061.618523013288,Non-binary,100,16,26,7,Carrier B,7.293722596867728,Supplier 1,Austria,11,176,4,1.900762243519458,Fail,0.4471940154638232,Air,Route A,312.5742736100933,2021-08-02 11:21:36
haircare,SKU78,6.306883176111915,50,946,1292.4584179377562,Unknown,5,4,51,5,Carrier B,8.46704977086199,Supplier 5,Spain,25,858,21,71.12651472040338,Pending,4.096881332470452,Sea,Route C,323.59220343132216,2021-07-21 12:44:16
skincare,SKU15,36.98924492862691,94,469,5442.086785397673,Non-binary,9,8,69,7,Carrier B,2.4220397232752044,Supplier 1,South Korea,14,580,7,97.12128175147431,Pass,2.264405761198549,Sea,Route B,127.8618000016254,2020-11-12 22:19:03
skincare,SKU4,4.805496036345893,26,871,2686.505151567447,Non-binary,5,3,56,8,Carrier A,3.890547915870672,Supplier 1,South Korea,5,414,3,92.06516059871284,Fail,3.145579522833002,Air,Route A,923.4406317119222,2020-10-29 20:15:40
haircare,SKU22,27.67978088650196,55,884,2390.8078665561734,Unknown,71,1,63,10,Carrier A,9.56764892092304,Supplier 4,Madagascar,22,780,28,50.12083961297735,Fail,2.591275473211116,Rail,Route C,205.57199582694707,2020-08-11 17:27:58
skincare,SKU52,98.03182965646508,1,820,9435.76260891213,Male,64,11,11,1,Carrier B,8.631052179768947,Supplier 1,El Salvador,10,727,27,9.166849148597151,Pending,2.1224716191438247,Air,Route C,602.8984988383834,2022-01-21 10:57:59
skincare,SKU66,26.03486977396209,52,704,8367.721618020154,Female,13,17,19,8,Carrier A,2.2161427287713638,Supplier 5,Mexico,24,867,28,42.08443673830996,Fail,3.4480632883402618,Road,Route A,393.8433485784279,2020-09-20 13:34:46
cosmetics,SKU71,6.381533162747966,14,637,8180.337085425443,Female,76,2,26,6,Carrier A,9.228190317052515,Supplier 2,Japan,2,258,10,30.66167747785956,Pending,2.078750607874969,Road,Route A,405.1670678888559,2020-11-21 21:07:14
cosmetics,SKU72,90.20442752052809,88,478,2633.121981312256,Non-binary,57,29,77,9,Carrier A,6.599614159689544,Supplier 1,Italy,21,152,11,55.76049289524421,Pending,3.213329607438309,Rail,Route B,677.9445698461833,2020-11-13 13:32:14
haircare,SKU5,1.6999760138659377,87,147,2828.348745975759,Non-binary,90,27,66,3,Carrier B,4.444098864382293,Supplier 4,Pakistan,10,104,17,56.7664755574318,Fail,2.7791935115711617,Road,Route A,235.4612367355375,2021-09-13 02:55:29
skincare,SKU39,19.127477265823256,26,176,1912.4656631007608,Female,78,29,34,3,Carrier A,5.562503778830384,Supplier 2,Qatar,30,791,6,9.005807428781642,Fail,1.451972203996816,Air,Route B,653.6729945520332,2020-06-03 18:56:10
haircare,SKU79,57.05703122110322,56,198,7888.723268427081,Non-binary,31,25,20,1,Carrier B,6.4963253642950445,Supplier 3,Egypt,5,228,12,57.87090292403628,Pending,0.1658716274806082,Air,Route C,351.50421933503867,2021-09-12 17:24:13
haircare,SKU79,57.05703122110322,56,198,7888.723268427081,Non-binary,31,25,20,1,Carrier B,6.4963253642950445,Supplier 3,Egypt,5,228,12,57.87090292403628,Pending,0.1658716274806082,Air,Route C,351.50421933503867,2021-09-14 05:14:18
skincare,SKU41,99.11329161531717,35,556,5521.205259010972,Female,64,19,38,8,Carrier B,5.773263743766654,Supplier 4,China,18,892,7,95.3320645487725,Fail,0.0453022623982596,Sea,Route A,275.5243711313098,2021-12-08 14:04:26
cosmetics,SKU89,97.76008558193868,10,134,5924.682566853231,Unknown,90,1,27,8,Carrier B,9.92981624527726,Supplier 1,United States,23,370,11,46.60387338164447,Pending,1.9076657339590744,Rail,Route B,517.4999739290605,2022-04-23 14:08:09
haircare,SKU22,27.67978088650196,55,884,2390.8078665561734,Unknown,71,1,63,10,Carrier A,9.56764892092304,Supplier 4,Madagascar,22,780,28,50.12083961297735,Fail,2.591275473211116,Rail,Route C,205.57199582694707,2021-07-12 12:55:08
cosmetics,SKU89,97.76008558193868,10,134,5924.682566853231,Unknown,90,1,27,8,Carrier B,9.92981624527726,Supplier 1,United States,23,370,11,46.60387338164447,Pending,1.9076657339590744,Rail,Route B,517.4999739290605,2021-04-25 10:05:31
cosmetics,SKU89,97.76008558193868,10,134,5924.682566853231,Unknown,90,1,27,8,Carrier B,9.92981624527726,Supplier 1,United States,23,370,11,46.60387338164447,Pending,1.9076657339590744,Rail,Route B,517.4999739290605,2020-11-17 07:56:25
skincare,SKU19,51.12387008796474,100,187,2553.495584991215,Unknown,48,11,94,3,Carrier A,4.742635882841877,Supplier 4,Puerto Rico,20,694,16,82.37332058799021,Fail,3.646450865417029,Road,Route C,477.3076310909034,2022-10-11 15:32:45
cosmetics,SKU62,72.79635395558736,89,270,3899.746833729224,Unknown,86,2,40,7,Carrier C,7.291701388776776,Supplier 2,Myanmar,13,751,14,21.048642725168644,Pass,1.8740014040443749,Sea,Route C,320.8465157591116,2020-04-21 11:10:12
cosmetics,SKU29,63.44755918520733,3,253,8318.903194617178,Female,45,5,67,7,Carrier B,8.100973145397031,Supplier 1,Maldives,16,329,7,39.29287558606575,Pass,3.878098936588488,Road,Route B,764.9353759407081,2020-07-01 07:51:11
skincare,SKU9,64.01573294127854,35,980,4971.145987585558,Unknown,14,27,83,1,Carrier A,7.166645291048216,Supplier 2,Maldives,29,963,23,47.95760163495158,Pending,3.844614478767585,Rail,Route B,995.9294614986416,2022-02-07 16:36:55
skincare,SKU11,90.63545998228868,95,960,6099.944115581452,Female,46,23,60,1,Carrier A,4.523943124316663,Supplier 2,Georgia,28,362,11,27.592363086663696,Pending,0.0211698213729943,Air,Route A,126.72303340940724,2022-08-20 13:36:02
